"Ref_Occ","Spouse_Occ","pct_couples","ref_person"
"Speech-language pathologists","Software developers",0.0167427701674277,"Wife"
"Other therapists","Miscellaneous managers",0.0407608695652174,"Wife"
"Other therapists","Retail sales supervisors",0.0353260869565217,"Wife"
"Other therapists","Elementary and middle school teachers",0.0298913043478261,"Wife"
"Other therapists","Wholesale sales representatives",0.0298913043478261,"Wife"
"Other therapists","Truck drivers",0.0298913043478261,"Wife"
"Veterinarians","Veterinarians",0.124444444444444,"Wife"
"Veterinarians","Miscellaneous managers",0.0622222222222222,"Wife"
"Registered nurses","Miscellaneous managers",0.0392288509495492,"Wife"
"Registered nurses","Truck drivers",0.0349127182044888,"Wife"
"Registered nurses","Registered nurses",0.0328985229234606,"Wife"
"Registered nurses","Retail sales supervisors",0.020429694993286,"Wife"
"Registered nurses","Police officers",0.0180318434682524,"Wife"
"Registered nurses","Elementary and middle school teachers",0.016784960675235,"Wife"
"Registered nurses","Wholesale sales representatives",0.016784960675235,"Wife"
"Registered nurses","Production supervisors",0.014003452906196,"Wife"
"Registered nurses","Electricians",0.014003452906196,"Wife"
"Registered nurses","Retail salespersons",0.0136197966621907,"Wife"
"Laboratory technicians","Miscellaneous managers",0.0381578947368421,"Wife"
"Laboratory technicians","Truck drivers",0.0342105263157895,"Wife"
"Laboratory technicians","Laboratory technicians",0.0263157894736842,"Wife"
"Laboratory technicians","Electricians",0.0223684210526316,"Wife"
"Laboratory technicians","Retail sales supervisors",0.0210526315789474,"Wife"
"Laboratory technicians","Production supervisors",0.0197368421052632,"Wife"
"Laboratory technicians","Police officers",0.0184210526315789,"Wife"
"Laboratory technicians","Construction laborers",0.0157894736842105,"Wife"
"Laboratory technicians","Wholesale sales representatives",0.0157894736842105,"Wife"
"Laboratory technicians","Accountants and auditors",0.0144736842105263,"Wife"
"Dental hygienists","Miscellaneous managers",0.0481099656357388,"Wife"
"Dental hygienists","Truck drivers",0.0360824742268041,"Wife"
"Dental hygienists","Retail sales supervisors",0.0326460481099656,"Wife"
"Dental hygienists","Wholesale sales representatives",0.0309278350515464,"Wife"
"Dental hygienists","Police officers",0.0240549828178694,"Wife"
"Diagnostic technicians","Truck drivers",0.0453629032258065,"Wife"
"Diagnostic technicians","Miscellaneous managers",0.0433467741935484,"Wife"
"Diagnostic technicians","Diagnostic technicians",0.0403225806451613,"Wife"
"Diagnostic technicians","Retail sales supervisors",0.0241935483870968,"Wife"
"Diagnostic technicians","Laborers and hand movers",0.0221774193548387,"Wife"
"Diagnostic technicians","Police officers",0.0191532258064516,"Wife"
"Diagnostic technicians","Retail salespersons",0.0171370967741935,"Wife"
"Diagnostic technicians","Production supervisors",0.0161290322580645,"Wife"
"Diagnostic technicians","Construction supervisors",0.0151209677419355,"Wife"
"Diagnostic technicians","Wholesale sales representatives",0.0141129032258065,"Wife"
"Paramedics and EMTs","Paramedics and EMTs",0.174193548387097,"Wife"
"Health practitioner support technologists and technicians","Truck drivers",0.0449521002210759,"Wife"
"Health practitioner support technologists and technicians","Miscellaneous managers",0.0324244657332351,"Wife"
"Health practitioner support technologists and technicians","Retail sales supervisors",0.0316875460574797,"Wife"
"Health practitioner support technologists and technicians","Retail salespersons",0.0206337509211496,"Wife"
"Health practitioner support technologists and technicians","Construction laborers",0.0191599115696389,"Wife"
"Health practitioner support technologists and technicians","Electricians",0.0184229918938836,"Wife"
"Health practitioner support technologists and technicians","Automotive service technicians and mechanics",0.0176860722181282,"Wife"
"Health practitioner support technologists and technicians","Laborers and hand movers",0.0176860722181282,"Wife"
"Health practitioner support technologists and technicians","Production supervisors",0.0162122328666175,"Wife"
"Health practitioner support technologists and technicians","Wholesale sales representatives",0.0162122328666175,"Wife"
"Licensed practical and licensed vocational nurses","Truck drivers",0.0661157024793388,"Wife"
"Licensed practical and licensed vocational nurses","Miscellaneous managers",0.0321395775941231,"Wife"
"Licensed practical and licensed vocational nurses","Laborers and hand movers",0.0243342516069789,"Wife"
"Licensed practical and licensed vocational nurses","Production supervisors",0.0206611570247934,"Wife"
"Licensed practical and licensed vocational nurses","Construction laborers",0.0206611570247934,"Wife"
"Licensed practical and licensed vocational nurses","Police officers",0.0202020202020202,"Wife"
"Licensed practical and licensed vocational nurses","Miscellaneous production workers",0.0183654729109275,"Wife"
"Licensed practical and licensed vocational nurses","Retail sales supervisors",0.0179063360881543,"Wife"
"Licensed practical and licensed vocational nurses","Automotive service technicians and mechanics",0.0151515151515152,"Wife"
"Licensed practical and licensed vocational nurses","Bailiffs, correctional officers, and jailers",0.014692378328742,"Wife"
"Medical records and health information technicians","Truck drivers",0.0390946502057613,"Wife"
"Medical records and health information technicians","Electricians",0.0246913580246914,"Wife"
"Medical records and health information technicians","Construction laborers",0.0246913580246914,"Wife"
"Nursing, psychiatric, and home health aides","Truck drivers",0.0794629898403483,"Wife"
"Nursing, psychiatric, and home health aides","Laborers and hand movers",0.0330188679245283,"Wife"
"Nursing, psychiatric, and home health aides","Construction laborers",0.0261248185776488,"Wife"
"Nursing, psychiatric, and home health aides","Miscellaneous managers",0.02322206095791,"Wife"
"Nursing, psychiatric, and home health aides","Retail sales supervisors",0.02322206095791,"Wife"
"Nursing, psychiatric, and home health aides","Nursing, psychiatric, and home health aides",0.0224963715529753,"Wife"
"Nursing, psychiatric, and home health aides","Miscellaneous production workers",0.0185050798258345,"Wife"
"Nursing, psychiatric, and home health aides","Welding, soldering, and brazing workers",0.0159651669085631,"Wife"
"Nursing, psychiatric, and home health aides","Production supervisors",0.0159651669085631,"Wife"
"Nursing, psychiatric, and home health aides","Carpenters",0.0159651669085631,"Wife"
"Physical therapist assistants and aides","Truck drivers",0.0574162679425837,"Wife"
"Dental assistants","Truck drivers",0.0453001132502831,"Wife"
"Dental assistants","Miscellaneous managers",0.0351075877689694,"Wife"
"Dental assistants","Production supervisors",0.0260475651189128,"Wife"
"Dental assistants","Electricians",0.0237825594563986,"Wife"
"Dental assistants","Carpenters",0.0226500566251416,"Wife"
"Dental assistants","Laborers and hand movers",0.0215175537938845,"Wife"
"Dental assistants","Construction laborers",0.0203850509626274,"Wife"
"Dental assistants","Retail salespersons",0.0203850509626274,"Wife"
"Dental assistants","Police officers",0.0181200453001133,"Wife"
"Dental assistants","Automotive service technicians and mechanics",0.0181200453001133,"Wife"
"Medical assistants","Truck drivers",0.0578577013291634,"Wife"
"Medical assistants","Retail sales supervisors",0.0281469898358092,"Wife"
"Medical assistants","Laborers and hand movers",0.0226739640344019,"Wife"
"Medical assistants","Miscellaneous managers",0.0218921032056294,"Wife"
"Medical assistants","Production supervisors",0.0211102423768569,"Wife"
"Medical assistants","Wholesale sales representatives",0.0203283815480844,"Wife"
"Medical assistants","Retail salespersons",0.019546520719312,"Wife"
"Medical assistants","Carpenters",0.0187646598905395,"Wife"
"Medical assistants","Electricians",0.017982799061767,"Wife"
"Medical assistants","Automotive service technicians and mechanics",0.016419077404222,"Wife"
"Phlebotomists","Truck drivers",0.0807174887892377,"Wife"
"Correctional officer supervisors","Bailiffs, correctional officers, and jailers",0.171875,"Wife"
"Firefighters","Firefighters",0.481481481481481,"Wife"
"Bailiffs, correctional officers, and jailers","Bailiffs, correctional officers, and jailers",0.241509433962264,"Wife"
"Bailiffs, correctional officers, and jailers","Truck drivers",0.0566037735849057,"Wife"
"Bailiffs, correctional officers, and jailers","Police officers",0.0415094339622641,"Wife"
"Detectives","Detectives",0.138888888888889,"Wife"
"Detectives","Police officers",0.111111111111111,"Wife"
"Police officers","Police officers",0.264705882352941,"Wife"
"Police officers","Truck drivers",0.0522875816993464,"Wife"
"Security guards","Security guards",0.115671641791045,"Wife"
"Security guards","Truck drivers",0.0671641791044776,"Wife"
"Security guards","Police officers",0.0485074626865672,"Wife"
"Security guards","Miscellaneous managers",0.041044776119403,"Wife"
"Chefs and head cooks","Chefs and head cooks",0.112820512820513,"Wife"
"Food preparation supervisors","Truck drivers",0.0664335664335664,"Wife"
"Food preparation supervisors","Miscellaneous managers",0.0384615384615385,"Wife"
"Food preparation supervisors","Food preparation supervisors",0.0332167832167832,"Wife"
"Food preparation supervisors","Retail sales supervisors",0.027972027972028,"Wife"
"Food preparation supervisors","Construction supervisors",0.0262237762237762,"Wife"
"Food preparation supervisors","Food service managers",0.020979020979021,"Wife"
"Food preparation supervisors","Production supervisors",0.020979020979021,"Wife"
"Food preparation supervisors","Construction laborers",0.020979020979021,"Wife"
"Cooks","Truck drivers",0.0902198635329795,"Wife"
"Cooks","Cooks",0.067475360121304,"Wife"
"Cooks","Laborers and hand movers",0.0288097043214556,"Wife"
"Cooks","Grounds maintenance workers",0.0265352539802881,"Wife"
"Cooks","Construction laborers",0.0257771038665656,"Wife"
"Cooks","Carpenters",0.0227445034116755,"Wife"
"Cooks","Automotive service technicians and mechanics",0.0181956027293404,"Wife"
"Cooks","Miscellaneous production workers",0.0174374526156179,"Wife"
"Cooks","Retail sales supervisors",0.0174374526156179,"Wife"
"Cooks","Miscellaneous agricultural workers",0.0151630022744503,"Wife"
"Food preparation workers","Truck drivers",0.0554323725055432,"Wife"
"Food preparation workers","Food preparation workers",0.0399113082039911,"Wife"
"Food preparation workers","Cooks",0.0354767184035477,"Wife"
"Food preparation workers","Carpenters",0.0266075388026608,"Wife"
"Food preparation workers","Grounds maintenance workers",0.0266075388026608,"Wife"
"Food preparation workers","Chefs and head cooks",0.024390243902439,"Wife"
"Food preparation workers","Miscellaneous managers",0.024390243902439,"Wife"
"Food preparation workers","Construction laborers",0.024390243902439,"Wife"
"Food preparation and serving workers","Truck drivers",0.110552763819095,"Wife"
"Waiters and waitresses","Cooks",0.0617021276595745,"Wife"
"Waiters and waitresses","Truck drivers",0.048936170212766,"Wife"
"Waiters and waitresses","Waiters and waitresses",0.0319148936170213,"Wife"
"Waiters and waitresses","Chefs and head cooks",0.0297872340425532,"Wife"
"Waiters and waitresses","Construction laborers",0.0287234042553191,"Wife"
"Waiters and waitresses","Food service managers",0.0212765957446809,"Wife"
"Waiters and waitresses","Miscellaneous managers",0.0191489361702128,"Wife"
"Waiters and waitresses","Construction supervisors",0.0191489361702128,"Wife"
"Waiters and waitresses","Laborers and hand movers",0.0191489361702128,"Wife"
"Waiters and waitresses","Retail sales supervisors",0.0180851063829787,"Wife"
"Nonrestaurant food servers","Truck drivers",0.0921985815602837,"Wife"
"Housekeeping and janitorial supervisors","Housekeeping and janitorial supervisors",0.0816326530612245,"Wife"
"Housekeeping and janitorial supervisors","Truck drivers",0.0612244897959184,"Wife"
"Maids and housekeepers","Truck drivers",0.0643985419198056,"Wife"
"Maids and housekeepers","Grounds maintenance workers",0.0479951397326853,"Wife"
"Maids and housekeepers","Construction laborers",0.0443499392466586,"Wife"
"Maids and housekeepers","Maids and housekeepers",0.0413122721749696,"Wife"
"Maids and housekeepers","Cooks",0.0291616038882139,"Wife"
"Maids and housekeepers","Carpenters",0.0285540704738761,"Wife"
"Maids and housekeepers","Laborers and hand movers",0.0261239368165249,"Wife"
"Maids and housekeepers","Miscellaneous production workers",0.0218712029161604,"Wife"
"Maids and housekeepers","General maintenance and repair workers",0.0212636695018226,"Wife"
"Maids and housekeepers","Painters and paperhangers",0.0182260024301337,"Wife"
"Grounds maintenance workers","Grounds maintenance workers",0.174311926605505,"Wife"
"Nonfarm animal caretakers","Truck drivers",0.0530612244897959,"Wife"
"Nonfarm animal caretakers","Miscellaneous managers",0.0448979591836735,"Wife"
"Gaming services workers","Gaming services workers",0.223300970873786,"Wife"
"Hairdressers","Truck drivers",0.0512065921130077,"Wife"
"Hairdressers","Miscellaneous managers",0.0406121247792819,"Wife"
"Hairdressers","Construction laborers",0.0264861683343143,"Wife"
"Hairdressers","Electricians",0.0206003531489111,"Wife"
"Hairdressers","Retail sales supervisors",0.0206003531489111,"Wife"
"Hairdressers","Carpenters",0.0200117716303708,"Wife"
"Hairdressers","Production supervisors",0.0188346085932902,"Wife"
"Hairdressers","Construction supervisors",0.0188346085932902,"Wife"
"Hairdressers","Retail salespersons",0.0182460270747499,"Wife"
"Hairdressers","Wholesale sales representatives",0.0170688640376692,"Wife"
"Miscellaneous personal appearance workers","Miscellaneous personal appearance workers",0.147686832740214,"Wife"
"Miscellaneous personal appearance workers","Miscellaneous assemblers and fabricators",0.0373665480427046,"Wife"
"Miscellaneous personal appearance workers","Truck drivers",0.0320284697508897,"Wife"
"Miscellaneous personal appearance workers","Retail sales supervisors",0.0302491103202847,"Wife"
"Miscellaneous personal appearance workers","Miscellaneous managers",0.0284697508896797,"Wife"
"Miscellaneous personal appearance workers","Engineer technicians",0.0213523131672598,"Wife"
"Miscellaneous personal appearance workers","Software developers",0.0213523131672598,"Wife"
"Miscellaneous personal appearance workers","Miscellaneous metal and plastic workers",0.0195729537366548,"Wife"
"Childcare workers","Truck drivers",0.0686436024162548,"Wife"
"Childcare workers","Miscellaneous managers",0.0329489291598023,"Wife"
"Childcare workers","Retail sales supervisors",0.0236133992311917,"Wife"
"Childcare workers","Construction laborers",0.0225151015925316,"Wife"
"Childcare workers","Laborers and hand movers",0.0170236133992312,"Wife"
"Childcare workers","Wholesale sales representatives",0.0153761669412411,"Wife"
"Childcare workers","Retail salespersons",0.014827018121911,"Wife"
"Childcare workers","Carpenters",0.014277869302581,"Wife"
"Childcare workers","Electricians",0.013728720483251,"Wife"
"Childcare workers","Elementary and middle school teachers",0.0131795716639209,"Wife"
"Personal care aides","Truck drivers",0.0836751435602953,"Wife"
"Personal care aides","Personal care aides",0.0393765381460213,"Wife"
"Personal care aides","Laborers and hand movers",0.0278917145200984,"Wife"
"Personal care aides","Construction laborers",0.0270713699753897,"Wife"
"Personal care aides","Retail sales supervisors",0.0254306808859721,"Wife"
"Personal care aides","Industrial truck and tractor operators",0.0205086136177194,"Wife"
"Personal care aides","Carpenters",0.0188679245283019,"Wife"
"Personal care aides","Miscellaneous production workers",0.0180475799835931,"Wife"
"Personal care aides","Miscellaneous managers",0.0172272354388843,"Wife"
"Personal care aides","Production supervisors",0.014766201804758,"Wife"
"Recreation and fitness workers","Miscellaneous managers",0.0575,"Wife"
"Recreation and fitness workers","Truck drivers",0.045,"Wife"
"Retail sales supervisors","Retail sales supervisors",0.119979792876989,"Wife"
"Retail sales supervisors","Truck drivers",0.0512755746400606,"Wife"
"Retail sales supervisors","Miscellaneous managers",0.0442030815862592,"Wife"
"Retail sales supervisors","Laborers and hand movers",0.0209648901237686,"Wife"
"Retail sales supervisors","Retail salespersons",0.0207123010861329,"Wife"
"Retail sales supervisors","Production supervisors",0.0174286435968679,"Wife"
"Retail sales supervisors","Construction supervisors",0.0143975751452387,"Wife"
"Retail sales supervisors","Carpenters",0.0138923970699672,"Wife"
"Retail sales supervisors","Construction laborers",0.0138923970699672,"Wife"
"Retail sales supervisors","Non-retail sales supervisors",0.0133872189946956,"Wife"
"Non-retail sales supervisors","Non-retail sales supervisors",0.0676795580110497,"Wife"
"Non-retail sales supervisors","Miscellaneous managers",0.0593922651933702,"Wife"
"Non-retail sales supervisors","Retail sales supervisors",0.0303867403314917,"Wife"
"Non-retail sales supervisors","Wholesale sales representatives",0.0290055248618785,"Wife"
"Non-retail sales supervisors","Chief executives and legislators",0.0227900552486188,"Wife"
"Non-retail sales supervisors","Truck drivers",0.0207182320441989,"Wife"
"Non-retail sales supervisors","General and operations managers",0.0193370165745856,"Wife"
"Non-retail sales supervisors","Production supervisors",0.0172651933701657,"Wife"
"Non-retail sales supervisors","Construction supervisors",0.0172651933701657,"Wife"
"Non-retail sales supervisors","Retail salespersons",0.0158839779005525,"Wife"
"Cashiers","Truck drivers",0.069364161849711,"Wife"
"Cashiers","Retail sales supervisors",0.0508670520231214,"Wife"
"Cashiers","Laborers and hand movers",0.0265895953757225,"Wife"
"Cashiers","Construction laborers",0.0260115606936416,"Wife"
"Cashiers","Cooks",0.0242774566473988,"Wife"
"Cashiers","Cashiers",0.0213872832369942,"Wife"
"Cashiers","Retail salespersons",0.0208092485549133,"Wife"
"Cashiers","Miscellaneous managers",0.0196531791907514,"Wife"
"Cashiers","Food service managers",0.0184971098265896,"Wife"
"Cashiers","Miscellaneous production workers",0.0167630057803468,"Wife"
"Retail salespersons","Retail salespersons",0.0641940085592011,"Wife"
"Retail salespersons","Retail sales supervisors",0.0546837850689491,"Wife"
"Retail salespersons","Truck drivers",0.0451735615786971,"Wife"
"Retail salespersons","Miscellaneous managers",0.0294816928197813,"Wife"
"Retail salespersons","Wholesale sales representatives",0.0261531145981931,"Wife"
"Retail salespersons","Construction laborers",0.019020446980504,"Wife"
"Retail salespersons","Automotive service technicians and mechanics",0.0175939134569662,"Wife"
"Retail salespersons","Laborers and hand movers",0.0175939134569662,"Wife"
"Retail salespersons","Non-retail sales supervisors",0.0171184022824536,"Wife"
"Retail salespersons","Construction supervisors",0.016642891107941,"Wife"
"Advertising sales agents","Miscellaneous managers",0.0833333333333333,"Wife"
"Insurance sales agents","Insurance sales agents",0.0615234375,"Wife"
"Insurance sales agents","Truck drivers",0.048828125,"Wife"
"Insurance sales agents","Miscellaneous managers",0.03515625,"Wife"
"Insurance sales agents","Non-retail sales supervisors",0.029296875,"Wife"
"Insurance sales agents","Wholesale sales representatives",0.0205078125,"Wife"
"Insurance sales agents","Automotive service technicians and mechanics",0.01953125,"Wife"
"Insurance sales agents","Retail sales supervisors",0.01953125,"Wife"
"Insurance sales agents","Retail salespersons",0.017578125,"Wife"
"Insurance sales agents","Chief executives and legislators",0.015625,"Wife"
"Insurance sales agents","Construction supervisors",0.015625,"Wife"
"Securities, commodities, and financial services sales agents","Miscellaneous managers",0.0678571428571429,"Wife"
"Securities, commodities, and financial services sales agents","Securities, commodities, and financial services sales agents",0.0428571428571429,"Wife"
"Services sales representatives","Miscellaneous managers",0.0643185298621746,"Wife"
"Services sales representatives","Services sales representatives",0.0612557427258806,"Wife"
"Services sales representatives","Wholesale sales representatives",0.0352220520673813,"Wife"
"Services sales representatives","Retail sales supervisors",0.0306278713629403,"Wife"
"Services sales representatives","Retail salespersons",0.0306278713629403,"Wife"
"Services sales representatives","Marketing and sales managers",0.0260336906584992,"Wife"
"Services sales representatives","Chief executives and legislators",0.0199081163859112,"Wife"
"Services sales representatives","Truck drivers",0.0199081163859112,"Wife"
"Services sales representatives","General and operations managers",0.0168453292496172,"Wife"
"Wholesale sales representatives","Wholesale sales representatives",0.0976775956284153,"Wife"
"Wholesale sales representatives","Miscellaneous managers",0.0519125683060109,"Wife"
"Wholesale sales representatives","Non-retail sales supervisors",0.0314207650273224,"Wife"
"Wholesale sales representatives","Retail sales supervisors",0.0293715846994536,"Wife"
"Wholesale sales representatives","Truck drivers",0.0259562841530055,"Wife"
"Wholesale sales representatives","Retail salespersons",0.0239071038251366,"Wife"
"Wholesale sales representatives","Marketing and sales managers",0.0218579234972678,"Wife"
"Wholesale sales representatives","Chief executives and legislators",0.0198087431693989,"Wife"
"Wholesale sales representatives","Lawyers and judges",0.0198087431693989,"Wife"
"Wholesale sales representatives","Services sales representatives",0.0184426229508197,"Wife"
"Real estate agents","Miscellaneous managers",0.0737179487179487,"Wife"
"Real estate agents","Real estate agents",0.0729166666666667,"Wife"
"Real estate agents","Chief executives and legislators",0.0336538461538462,"Wife"
"Real estate agents","Lawyers and judges",0.0296474358974359,"Wife"
"Real estate agents","Construction managers",0.0248397435897436,"Wife"
"Real estate agents","Wholesale sales representatives",0.0248397435897436,"Wife"
"Real estate agents","Truck drivers",0.0248397435897436,"Wife"
"Real estate agents","Retail salespersons",0.0240384615384615,"Wife"
"Real estate agents","Services sales representatives",0.0200320512820513,"Wife"
"Real estate agents","Non-retail sales supervisors",0.0192307692307692,"Wife"
"Other sales workers","Miscellaneous managers",0.0508982035928144,"Wife"
"Other sales workers","Wholesale sales representatives",0.0479041916167665,"Wife"
"Office and administrative support supervisors","Truck drivers",0.0534600534600535,"Wife"
"Office and administrative support supervisors","Miscellaneous managers",0.0501930501930502,"Wife"
"Office and administrative support supervisors","Retail sales supervisors",0.0279180279180279,"Wife"
"Office and administrative support supervisors","Office and administrative support supervisors",0.0243540243540244,"Wife"
"Office and administrative support supervisors","Non-retail sales supervisors",0.0222750222750223,"Wife"
"Office and administrative support supervisors","Construction supervisors",0.0210870210870211,"Wife"
"Office and administrative support supervisors","Chief executives and legislators",0.0172260172260172,"Wife"
"Office and administrative support supervisors","Production supervisors",0.0172260172260172,"Wife"
"Office and administrative support supervisors","Wholesale sales representatives",0.0157410157410157,"Wife"
"Office and administrative support supervisors","Carpenters",0.0154440154440154,"Wife"
"Bill and account collectors","Truck drivers",0.0801282051282051,"Wife"
"Bill and account collectors","Retail sales supervisors",0.0384615384615385,"Wife"
"Billing and posting clerks ","Truck drivers",0.0633083730428863,"Wife"
"Billing and posting clerks ","Miscellaneous managers",0.034717494894486,"Wife"
"Billing and posting clerks ","Retail sales supervisors",0.0319945541184479,"Wife"
"Billing and posting clerks ","Production supervisors",0.021783526208305,"Wife"
"Billing and posting clerks ","Retail salespersons",0.0190605854322668,"Wife"
"Billing and posting clerks ","Construction supervisors",0.0183798502382573,"Wife"
"Billing and posting clerks ","Laborers and hand movers",0.0176991150442478,"Wife"
"Billing and posting clerks ","Automotive service technicians and mechanics",0.0170183798502383,"Wife"
"Billing and posting clerks ","Construction laborers",0.0163376446562287,"Wife"
"Billing and posting clerks ","Wholesale sales representatives",0.0156569094622192,"Wife"
"Bookkeeping, accounting, and auditing clerks","Truck drivers",0.0540683805989928,"Wife"
"Bookkeeping, accounting, and auditing clerks","Miscellaneous managers",0.0442618605883912,"Wife"
"Bookkeeping, accounting, and auditing clerks","Retail sales supervisors",0.0357805459846276,"Wife"
"Bookkeeping, accounting, and auditing clerks","Wholesale sales representatives",0.0254439438112907,"Wife"
"Bookkeeping, accounting, and auditing clerks","Chief executives and legislators",0.0196130400212033,"Wife"
"Bookkeeping, accounting, and auditing clerks","Construction supervisors",0.0196130400212033,"Wife"
"Bookkeeping, accounting, and auditing clerks","Production supervisors",0.0182878346143652,"Wife"
"Bookkeeping, accounting, and auditing clerks","Retail salespersons",0.0182878346143652,"Wife"
"Bookkeeping, accounting, and auditing clerks","Non-retail sales supervisors",0.01775775245163,"Wife"
"Bookkeeping, accounting, and auditing clerks","Carpenters",0.01775775245163,"Wife"
"Payroll and timekeeping clerks","Miscellaneous managers",0.0475319926873857,"Wife"
"Payroll and timekeeping clerks","Truck drivers",0.0475319926873857,"Wife"
"Payroll and timekeeping clerks","Retail sales supervisors",0.0292504570383912,"Wife"
"Payroll and timekeeping clerks","Chief executives and legislators",0.020109689213894,"Wife"
"Payroll and timekeeping clerks","Miscellaneous production workers",0.020109689213894,"Wife"
"Payroll and timekeeping clerks","Construction managers",0.020109689213894,"Wife"
"Tellers","Truck drivers",0.0693703308431163,"Wife"
"Tellers","Retail sales supervisors",0.0309498399146211,"Wife"
"Tellers","Miscellaneous managers",0.0298826040554963,"Wife"
"Tellers","Laborers and hand movers",0.0266808964781217,"Wife"
"Tellers","Miscellaneous production workers",0.0234791889007471,"Wife"
"Tellers","Retail salespersons",0.0234791889007471,"Wife"
"Tellers","Farmers, ranchers, and other agricultural managers",0.0213447171824973,"Wife"
"Tellers","Police officers",0.0213447171824973,"Wife"
"Tellers","Production supervisors",0.0192102454642476,"Wife"
"Tellers","Construction laborers",0.016008537886873,"Wife"
"Court, municipal, and license clerks","Retail sales supervisors",0.0521327014218009,"Wife"
"Customer service representatives","Truck drivers",0.0517147523135547,"Wife"
"Customer service representatives","Miscellaneous managers",0.0438214480130648,"Wife"
"Customer service representatives","Retail sales supervisors",0.0310288513881328,"Wife"
"Customer service representatives","Customer service representatives",0.0266739248775177,"Wife"
"Customer service representatives","Laborers and hand movers",0.0209580838323353,"Wife"
"Customer service representatives","Wholesale sales representatives",0.0195971692977681,"Wife"
"Customer service representatives","Production supervisors",0.0182362547632009,"Wife"
"Customer service representatives","Retail salespersons",0.0157866086009799,"Wife"
"Customer service representatives","Carpenters",0.0155144256940664,"Wife"
"Customer service representatives","Construction laborers",0.0144256940664126,"Wife"
"Eligibility interviewers","Truck drivers",0.0700934579439252,"Wife"
"File clerks","Truck drivers",0.0503875968992248,"Wife"
"File clerks","Miscellaneous managers",0.0445736434108527,"Wife"
"File clerks","Non-retail sales supervisors",0.0232558139534884,"Wife"
"File clerks","Police officers",0.0232558139534884,"Wife"
"Interviewers","Truck drivers",0.0628019323671498,"Wife"
"Loan interviewers and clerks","Truck drivers",0.0677083333333333,"Wife"
"Loan interviewers and clerks","Miscellaneous managers",0.046875,"Wife"
"Loan interviewers and clerks","Retail salespersons",0.0338541666666667,"Wife"
"Human resources assistants","Truck drivers",0.0718954248366013,"Wife"
"Receptionists and information clerks","Truck drivers",0.0605764533463605,"Wife"
"Receptionists and information clerks","Miscellaneous managers",0.0361504640937958,"Wife"
"Receptionists and information clerks","Retail sales supervisors",0.0307767464582316,"Wife"
"Receptionists and information clerks","Wholesale sales representatives",0.0229604298974108,"Wife"
"Receptionists and information clerks","Laborers and hand movers",0.0219833903273083,"Wife"
"Receptionists and information clerks","Construction laborers",0.0205178309721544,"Wife"
"Receptionists and information clerks","Carpenters",0.0195407914020518,"Wife"
"Receptionists and information clerks","Production supervisors",0.0180752320468979,"Wife"
"Receptionists and information clerks","Electricians",0.0161211529066927,"Wife"
"Receptionists and information clerks","Automotive service technicians and mechanics",0.0156326331216414,"Wife"
"Other information and record clerks","Truck drivers",0.053125,"Wife"
"Other information and record clerks","Miscellaneous managers",0.040625,"Wife"
"Dispatchers","Truck drivers",0.107221006564551,"Wife"
"Dispatchers","Police officers",0.0787746170678337,"Wife"
"Dispatchers","Miscellaneous managers",0.0415754923413567,"Wife"
"Dispatchers","Firefighters",0.0284463894967177,"Wife"
"Postal service clerks","Postal service clerks",0.0855614973262032,"Wife"
"Postal service clerks","Mail carriers",0.0802139037433155,"Wife"
"Mail carriers","Mail carriers",0.0894495412844037,"Wife"
"Mail carriers","Truck drivers",0.0756880733944954,"Wife"
"Mail carriers","Miscellaneous managers",0.0321100917431193,"Wife"
"Production, planning, and expediting clerks","Miscellaneous managers",0.0694864048338369,"Wife"
"Production, planning, and expediting clerks","Truck drivers",0.0513595166163142,"Wife"
"Production, planning, and expediting clerks","Miscellaneous production workers",0.0211480362537764,"Wife"
"Production, planning, and expediting clerks","Production supervisors",0.0211480362537764,"Wife"
"Production, planning, and expediting clerks","Construction supervisors",0.0211480362537764,"Wife"
"Production, planning, and expediting clerks","Retail sales supervisors",0.0196374622356495,"Wife"
"Production, planning, and expediting clerks","Construction laborers",0.0196374622356495,"Wife"
"Production, planning, and expediting clerks","Wholesale sales representatives",0.0181268882175227,"Wife"
"Production, planning, and expediting clerks","Other computer occupations",0.0166163141993958,"Wife"
"Production, planning, and expediting clerks","Police officers",0.0166163141993958,"Wife"
"Shipping, receiving, and traffic clerks","Truck drivers",0.0718954248366013,"Wife"
"Shipping, receiving, and traffic clerks","Production supervisors",0.0435729847494553,"Wife"
"Shipping, receiving, and traffic clerks","Shipping, receiving, and traffic clerks",0.0348583877995643,"Wife"
"Shipping, receiving, and traffic clerks","Miscellaneous production workers",0.0326797385620915,"Wife"
"Shipping, receiving, and traffic clerks","Laborers and hand movers",0.028322440087146,"Wife"
"Shipping, receiving, and traffic clerks","Retail sales supervisors",0.0261437908496732,"Wife"
"Shipping, receiving, and traffic clerks","Miscellaneous managers",0.0239651416122004,"Wife"
"Stock clerks and order fillers","Truck drivers",0.0687772925764192,"Wife"
"Stock clerks and order fillers","Stock clerks and order fillers",0.0327510917030568,"Wife"
"Stock clerks and order fillers","Laborers and hand movers",0.0316593886462882,"Wife"
"Stock clerks and order fillers","Retail sales supervisors",0.0294759825327511,"Wife"
"Stock clerks and order fillers","Shipping, receiving, and traffic clerks",0.0251091703056769,"Wife"
